ID,Posted at,Screen name,Text
523273919348756481,2014-10-18 00:46:39 +0000,BellinghamUlti,"RT @WomenInUltimate: Holy crap, look at that launch point @SeattleRiot @FulcrumPro!!#SCtop10 | Riot's Fiona - https://vimeo.com/109294272 #NationalsTX #inspiration"
523272394287640576,2014-10-18 00:40:35 +0000,renfitness,"RT @WomenInUltimate: Holy crap, look at that launch point @SeattleRiot @FulcrumPro!!#SCtop10 | Riot's Fiona - https://vimeo.com/109294272 #NationalsTX #inspiration"
523272313358516225,2014-10-18 00:40:16 +0000,WomenInUltimate,"Holy crap, look at that launch point @SeattleRiot @FulcrumPro!!#SCtop10 | Riot's Fiona - https://vimeo.com/109294272 #NationalsTX #inspiration"
523272276335427585,2014-10-18 00:40:07 +0000,UMD_Lights,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523272249387003904,2014-10-18 00:40:00 +0000,rgorman5,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523272246765576192,2014-10-18 00:40:00 +0000,emilymcafee,"RT @sludgebrown: Record of women's #NationalsTX semifinal matchups in 2014
@100percentBS (2-0) vs Scandal
@SeattleRiot (3-1) vs Fury"
523272178629087232,2014-10-18 00:39:43 +0000,vivalapants,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523271462745300993,2014-10-18 00:36:53 +0000,dqln217,RT @SpinUltimate: Final game of the day.  #texassunsets #NationalsTX http://t.co/TVmUP4o4la
523271432848281600,2014-10-18 00:36:46 +0000,sludgebrown,"Records of mixed #NationalsTX semifinal matchups in 2014
@dragNthrust (2-1) vs CLX
@206ghettobirds vs @WildCardult (1st meeting)"
523271355933155328,2014-10-18 00:36:27 +0000,WomenInUltimate,RT @UltiPhotos: Mixed division Layout bid by @Blackbird_SF vs @ATLBucket #NationalsTX @WomenInUltimate @USAUltimate http://www.ultiphotos.com/usau/nationals/2014/fri/highlights/h2C0C23F9
523270918911844352,2014-10-18 00:34:43 +0000,TimMorrill,@Boston_Ironside @freshmark7 prolly just practicing putting out fires .... A useful skill #semis #NationalsTX
523270790725513217,2014-10-18 00:34:13 +0000,sludgebrown,"Record of women's #NationalsTX semifinal matchups in 2014
@100percentBS (2-0) vs Scandal
@SeattleRiot (3-1) vs Fury"
523270754709037056,2014-10-18 00:34:04 +0000,emilymcafee,RT @TripleCrownTour: Mixed: @PhillyAMP defeats @PBRawr 14-8 to advance to a Pro Flight Play-in game tomorrow against @ColumbusMixed #NationalsTX
523270560667553793,2014-10-18 00:33:18 +0000,SeattleRiot,RT @BellinghamUlti: Of all the games were looking forward to tomorrow @SeattleRiot v @furyultimate tops the list. #NationalsTX
523270437208195072,2014-10-18 00:32:48 +0000,SeattleRiot,RT @FiveUltimateLLC: Two Seattle teams hading to semis tomorrow: @SeattleRiot and @206ghettobirds GOOD LUCK!! #NationalsTX
523270386327515136,2014-10-18 00:32:36 +0000,blue_eyz,RT @USAUltimate: #SCTop10: Stanley Peterson being Stanley Peterson. https://www.youtube.com/watch?v=p3wibdrXG5c&feature=youtu.be&a @ngnultimate @BravoUltimate #StanleyRevisIsland #NationalsTX
523270366873915392,2014-10-18 00:32:32 +0000,TripleCrownTour,Men's (correction): @doublewidetx beat @pghtemper 15-13 to advance to a Pro Flight Play-in tomorrow vs @ATLchain #NationalsTX
523270344111423488,2014-10-18 00:32:26 +0000,SeattleRiot,"RT @TripleCrownTour: Tomorrow's women's semis match-ups: @100percentBS v @ScandalUltimate (2:30p CT), @SeattleRiot v @furyultimate (3:30p CT) #NationalsTX"
